from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
150	150	AGL24_59	AGL24_59	1	12674813	12674813	chr4	5.61825476493939	0	0.002
151	151	MN4_12900427	MN4_12900427	1	12900428	12900428	chr4	5.62598175324503	0	0.002
152	152	NMSNP4_12978586	NMSNP4_12978586	1	NA	NA	chr4	5.49805799041102	0	0.003
153	153	MASC01816	MASC01816	1	13009947	13009947	chr4	5.6375975956667	0	0.002
154	154	MN4_13078471	MN4_13078471	1	13078472	13078472	chr4	5.58752241203153	0	0.002
155	155	MN4_13180063	MN4_13180063	1	13180064	13180064	chr4	5.53988396991389	0	0.002
156	156	NMSNP4_13213908	NMSNP4_13213908	1	NA	NA	chr4	5.44800987383883	0	0.003
157	157	MASC03074	MASC03074	1	13226714	13226714	chr4	5.380531936217	0	0.003
158	158	MN4_13238316	MN4_13238316	1	13238317	13238317	chr4	5.52426300953046	0	0.003
159	159	MN4_13358579	MN4_13358579	1	13358580	13358580	chr4	5.53430841685713	0	0.002
160	160	MN4_13576438	MN4_13576438	1	13576437	13576437	chr4	5.55456741388181	0	0.002
161	161	MASC02802	MASC02802	1	13612124	13612124	chr4	5.64895374700358	0	0.002
162	162	MASC00006	MASC00006	1	13670764	13670764	chr4	5.65249747621626	0	0.002
163	163	NMSNP4_13680544	NMSNP4_13680544	1	NA	NA	chr4	5.87811786961779	0	0.001
164	164	MN4_13753532	MN4_13753532	1	13753533	13753533	chr4	5.82299518282087	0	0.001
165	165	MN4_13978437	MN4_13978437	1	13978438	13978438	chr4	5.4294146514824	0	0.003
166	166	MN4_14075777	MN4_14075777	1	14075776	14075776	chr4	4.92645447340057	0	0.005
167	167	MN4_14177230	MN4_14177230	1	14177231	14177231	chr4	5.30778581422584	0	0.003
168	168	MASC03152	MASC03152	1	14241937	14241937	chr4	5.44372298092482	0	0.003
169	169	MN4_14318307	MN4_14318307	1	14318308	14318308	chr4	5.65975895940528	0	0.002
170	170	MASC00126	MASC00126	1	14322426	14322426	chr4	5.70099757645004	0	0.001
171	171	MN4_14379736	MN4_14379736	1	14379738	14379738	chr4	5.72067629849719	0	0.001
172	172	NMSNP4_14379876	NMSNP4_14379876	1	NA	NA	chr4	5.49402197711914	0	0.003
173	173	MN4_14533015	MN4_14533015	1	14533016	14533016	chr4	5.31524691410064	0	0.003
174	174	MN4_14533372	MN4_14533372	1	14533373	14533373	chr4	5.22402947692827	0	0.003
175	175	NMSNP4_14635805	NMSNP4_14635805	1	NA	NA	chr4	5.32242190604084	0	0.003
176	176	MASC03154	MASC03154	1	14658638	14658638	chr4	5.31467641987303	0	0.003
177	177	MASC02354	MASC02354	1	14660281	14660281	chr4	5.16297811865922	0	0.003
178	178	MN4_14732051	MN4_14732051	1	14732052	14732052	chr4	5.03044078986043	0	0.004
179	179	VIN3L_5026	VIN3L_5026	1	14786669	14786669	chr4	5.0501842456627	0	0.004
180	180	VIN3L_4961	VIN3L_4961	1	14786734	14786734	chr4	4.53227683998784	0	0.005
181	181	VIN3L_4569	VIN3L_4569	1	14787126	14787126	chr4	4.49835217374709	0	0.005
182	182	VIN3L_50	VIN3L_50	1	14791619	14791619	chr4	4.35059565969749	0	0.01
183	183	MN4_14935855	MN4_14935855	1	14935856	14935856	chr4	3.77408822926584	0	0.04
184	184	MN4_14936037	MN4_14936037	1	14936038	14936038	chr4	4.00862009672794	0	0.024
185	185	MN4_15087653	MN4_15087653	1	15087654	15087654	chr4	4.07885664400811	0	0.021
186	186	NMSNP4_15175468	NMSNP4_15175468	1	NA	NA	chr4	4.1175678506683	0	0.019
187	187	MN4_15274377	MN4_15274377	1	15274378	15274378	chr4	4.11943376290127	0	0.019
188	188	MN4_15329740	MN4_15329740	1	15329741	15329741	chr4	3.78328040140959	0.001	0.039
189	189	MASC03336	MASC03336	1	15489086	15489086	chr4	3.83582820053151	0	0.034
190	190	MN4_15571879	MN4_15571879	1	15571880	15571880	chr4	3.73822470633593	0	0.045
191	191	MN4_15662175	MN4_15662175	1	15662176	15662176	chr4	3.64372139182563	0.001	0.054
192	192	NMSNP4_15765120	NMSNP4_15765120	1	NA	NA	chr4	3.33891945315587	0.001	0.095
193	193	MASC03998	MASC03998	1	15786582	15786582	chr4	3.3390571570076	0.001	0.095
194	194	MAX4_84	MAX4_84	1	15828436	15828436	chr4	3.16216609127737	0.001	0.129
195	195	MAX4_184	MAX4_184	1	15828536	15828536	chr4	3.22985236228021	0.001	0.116
196	196	MN4_15865150	MN4_15865150	1	15865151	15865151	chr4	3.96810706939283	0	0.026
197	197	MASC03874	MASC03874	1	15897266	15897266	chr4	4.08625008324406	0	0.021
198	198	MN4_15925187	MN4_15925187	1	15925189	15925189	chr4	4.46779968174871	0	0.006
199	199	MN4_16025638	MN4_16025638	1	16025639	16025639	chr4	5.0220875006514	0	0.004
200	200	MN4_16338157	MN4_16338157	1	16338158	16338158	chr4	4.72730456759286	0	0.005
201	201	MN4_16383274	MN4_16383274	1	16383275	16383275	chr4	5.28007685697565	0	0.003
202	202	MN4_16474676	MN4_16474676	1	16474677	16474677	chr4	5.30204054122203	0	0.003
203	203	MN4_16547251	MN4_16547251	1	16547252	16547252	chr4	5.76505294960215	0	0.001
204	204	MASC07383	MASC07383	1	16574990	16574990	chr4	5.43590618872655	0	0.003
205	205	MASC07295	MASC07295	1	16702031	16702031	chr4	5.91305687360393	0	0.001
206	206	MN4_16742072	MN4_16742072	1	16742072	16742072	chr4	5.33932924043055	0	0.003
207	207	MASC04199	MASC04199	1	16879420	16879420	chr4	4.70223380777171	0	0.005
208	208	MN4_16888200	MN4_16888200	1	16888201	16888201	chr4	4.92581464147042	0	0.005
209	209	NMSNP4_16944691	NMSNP4_16944691	1	NA	NA	chr4	4.96308263552365	0	0.005
210	210	FD_250	FD_250	1	17003832	17003832	chr4	4.7775449180467	0	0.005
211	211	FD_1596	FD_1596	1	17005171	17005171	chr4	4.77998108041714	0	0.005
212	212	FD_2774	FD_2774	1	17006349	17006349	chr4	4.80449831441912	0	0.005
213	213	NMSNP4_17038400	NMSNP4_17038400	1	NA	NA	chr4	5.06528493491529	0	0.004
214	214	MASC03225	MASC03225	1	17352240	17352240	chr4	4.15699806952535	0	0.018
215	215	MN4_17442969	MN4_17442969	1	17442970	17442970	chr4	3.69038062126258	0	0.051
216	216	MASC07250	MASC07250	1	17554864	17554864	chr4	2.58899262639790	0.001	0.329
217	217	MN4_17609253	MN4_17609253	1	17609254	17609254	chr4	2.69704616788023	0.002	0.282
218	218	ANT_295	ANT_295	1	17740263	17740263	chr4	2.20794644004339	0.006	0.548
219	219	MASC09216	MASC09216	1	17772125	17772125	chr4	2.27469854398851	0.004	0.509
220	220	MN4_17803780	MN4_17803780	1	17803782	17803782	chr4	2.58420239589163	0.003	0.332
221	221	MN4_17906421	MN4_17906421	1	17906422	17906422	chr4	2.83903881375665	0.001	0.214
222	222	MASC03594	MASC03594	1	18148534	18148534	chr4	2.46099888244917	0.003	0.395
223	223	NMSNP4_18156355	NMSNP4_18156355	1	NA	NA	chr4	2.75967770996932	0	0.253
224	224	MASC01711	MASC01711	1	18165168	18165168	chr4	2.94544775988219	0	0.179
225	225	MN4_18187339	MN4_18187339	1	18187340	18187340	chr4	2.81454620037690	0	0.232
226	226	MN4_18268215	MN4_18268215	1	18268125	18268125	chr4	2.79688513242908	0.001	0.24
227	227	MN4_18371994	MN4_18371994	1	18371994	18371994	chr4	2.67521712517205	0.002	0.294
228	228	NMSNP4_18417100	NMSNP4_18417100	1	NA	NA	chr4	2.57180671585415	0.003	0.335
229	229	MASC05258	MASC05258	1	18538525	18538525	chr4	2.5002472728419	0.005	0.376
1	1	MN5_107584	MN5_107584	1	107585	107585	chr5	2.10525521069887	0.009	0.6
2	2	MASC01792	MASC01792	1	209254	209254	chr5	2.36468760316791	0.005	0.452
3	3	MN5_428961	MN5_428961	1	428961	428961	chr5	2.30974541730707	0.007	0.487
4	4	MN5_476404	MN5_476404	1	476405	476405	chr5	2.28853829495564	0.007	0.5
5	5	NMSNP5_476785	NMSNP5_476785	1	NA	NA	chr5	2.58746832001067	0.001	0.329
6	6	MASC00144	MASC00144	1	506802	506802	chr5	2.72469813089782	0.001	0.264
7	7	MN5_625679	MN5_625679	1	625680	625680	chr5	3.26358162958177	0	0.109
8	8	MN5_658142	MN5_658142	1	658143	658143	chr5	3.42626145881465	0	0.082
9	9	MASC03480	MASC03480	1	740436	740436	chr5	3.47133471683516	0	0.077
10	10	MN5_1041169	MN5_1041169	1	1041157	1041157	chr5	3.61907591761122	0	0.057
11	11	MN5_1154885	MN5_1154885	1	1154886	1154886	chr5	3.16234198075829	0	0.129
12	12	MN5_1337439	MN5_1337439	1	1337440	1337440	chr5	3.26518420212664	0	0.108
13	13	MN5_1399718	MN5_1399718	1	1399715	1399715	chr5	3.13723177819831	0	0.132
14	14	MN5_1399959	MN5_1399959	1	1399956	1399956	chr5	3.32887708535725	0	0.097
15	15	MN5_1446247	MN5_1446247	1	1446248	1446248	chr5	3.30644364922035	0	0.099
16	16	MN5_1586146	MN5_1586146	1	1586148	1586148	chr5	3.37764106795209	0	0.089
17	17	ATMYB33_119	ATMYB33_119	1	1836985	1836985	chr5	3.61701312817947	0	0.057
18	18	ATMYB33_3059	ATMYB33_3059	1	1839921	1839921	chr5	3.55897964803999	0	0.065
19	19	MN5_1841284	MN5_1841284	1	1841285	1841285	chr5	3.53030582281355	0	0.071
20	20	MN5_1931248	MN5_1931248	1	1931249	1931249	chr5	3.36515727723064	0	0.091
21	21	MN5_1943883	MN5_1943883	1	1943884	1943884	chr5	3.5106945927105	0	0.074
22	22	MASC04531	MASC04531	1	2073104	2073104	chr5	3.356085372374	0	0.092
23	23	MN5_2153137	MN5_2153137	1	2153137	2153137	chr5	3.39464455247535	0	0.086
24	24	MN5_2192958	MN5_2192958	1	2192959	2192959	chr5	3.37202592664571	0	0.09
25	25	MN5_2244739	MN5_2244739	1	2244740	2244740	chr5	3.31307587834702	0	0.099
26	26	MN5_2244867	MN5_2244867	1	2244868	2244868	chr5	3.26759883609281	0	0.108
27	27	MN5_2296406	MN5_2296406	1	2296408	2296408	chr5	3.60323608856985	0	0.058
28	28	MASC03207	MASC03207	1	2383169	2383169	chr5	3.65180735504163	0	0.053
29	29	MASC04390	MASC04390	1	2455039	2455039	chr5	3.96742187527786	0	0.026
30	30	MASC02783	MASC02783	1	2522198	2522198	chr5	4.02925495123018	0	0.023
31	31	MN5_2707605	MN5_2707605	1	2707606	2707606	chr5	4.42595120142619	0	0.008
32	32	MN5_2799421	MN5_2799421	1	2799415	2799415	chr5	4.46001103897027	0	0.006
33	33	MN5_2808917	MN5_2808917	1	2808919	2808919	chr5	4.57403946208082	0	0.005
34	34	MN5_2900405	MN5_2900405	1	2900403	2900403	chr5	4.58238031687399	0	0.005
35	35	MN5_2925212	MN5_2925212	1	2925212	2925212	chr5	4.64957161692297	0	0.005
36	36	MN5_2974376	MN5_2974376	1	2974377	2974377	chr5	4.63976900450318	0	0.005
37	37	MN5_3092677	MN5_3092677	1	3092678	3092678	chr5	4.80377352461593	0	0.005
38	38	MN5_3092945	MN5_3092945	1	3092945	3092945	chr5	4.6096416190409	0	0.005
39	39	MN5_3149961	MN5_3149961	1	3149963	3149963	chr5	4.40893493179478	0	0.009
40	40	FLC_7207	FLC_7207	1	3173945	3173945	chr5	4.32010658434651	0	0.01
41	41	FLC_6809	FLC_6809	1	3174332	3174332	chr5	4.31805955694101	0	0.011
42	42	FLC_5907	FLC_5907	1	3175212	3175212	chr5	4.30965519567141	0	0.011
43	43	FLC_3312	FLC_3312	1	3176576	3176576	chr5	4.33065552581753	0	0.01
44	44	FLC_3215	FLC_3215	1	3176673	3176673	chr5	4.36095047348895	0	0.01
45	45	FLC_3090	FLC_3090	1	3176799	3176799	chr5	4.35440274154775	0	0.01
46	46	FLC_2775	FLC_2775	1	3177113	3177113	chr5	4.34486616410277	0	0.01
47	47	MN5_3177504	MN5_3177504	1	3177502	3177502	chr5	4.30209874211427	0	0.011
48	48	MN5_3200509	MN5_3200509	1	3200510	3200510	chr5	4.36685625489484	0	0.009
49	49	MN5_3227635	MN5_3227635	1	3227636	3227636	chr5	4.50270187093419	0	0.005
50	50	MN5_3281887	MN5_3281887	1	3281888	3281888	chr5	4.3690379435869	0	0.009
51	51	MASC09207	MASC09207	1	3284125	3284125	chr5	4.39191456667009	0	0.009
52	52	MN5_3289426	MN5_3289426	1	3289427	3289427	chr5	4.53961695362613	0	0.005
53	53	MN5_3330228	MN5_3330228	1	3330229	3330229	chr5	4.53778751517955	0	0.005
54	54	MN5_3330509	MN5_3330509	1	3330509	3330509	chr5	4.64109945309474	0	0.005
55	55	MN5_3392815	MN5_3392815	1	3392816	3392816	chr5	4.91656619753954	0	0.005
56	56	MN5_3491425	MN5_3491425	1	3491426	3491426	chr5	4.47456732670264	0	0.006
57	57	MN5_3498141	MN5_3498141	1	3498142	3498142	chr5	5.12916191087214	0	0.003
58	58	MN5_3695672	MN5_3695672	1	3695671	3695671	chr5	5.04352802956402	0	0.004
59	59	MN5_3908213	MN5_3908213	1	3908214	3908214	chr5	5.2348756069894	0	0.003
60	60	MN5_4010649	MN5_4010649	1	4010650	4010650	chr5	5.09402075549389	0	0.004
61	61	NMSNP5_4148593	NMSNP5_4148593	1	NA	NA	chr5	5.28157982785455	0	0.003
62	62	MN5_4179168	MN5_4179168	1	4179169	4179169	chr5	5.03678688046673	0	0.004
63	63	NMSNP5_4223380	NMSNP5_4223380	1	NA	NA	chr5	5.10128363874764	0	0.003
64	64	MASC05127	MASC05127	1	4243046	4243046	chr5	5.11142204597086	0	0.003
65	65	MN5_4293557	MN5_4293557	1	4293558	4293558	chr5	5.11191951305962	0	0.003
66	66	MN5_4318001	MN5_4318001	1	4318002	4318002	chr5	5.08524024358784	0	0.004
67	67	MN5_4318365	MN5_4318365	1	4318366	4318366	chr5	5.18493633578817	0	0.003
68	68	MN5_4327715	MN5_4327715	1	4327716	4327716	chr5	4.76177687470225	0	0.005
69	69	MN5_4344025	MN5_4344025	1	4344026	4344026	chr5	4.66755855721178	0	0.005
70	70	MN5_4428863	MN5_4428863	1	4428862	4428862	chr5	4.24813356096232	0	0.012
71	71	MN5_4820535	MN5_4820535	1	4820536	4820536	chr5	3.89137281038268	0	0.031
72	72	MASC01139	MASC01139	1	4827097	4827097	chr5	4.23400786127604	0	0.013
73	73	MN5_4897416	MN5_4897416	1	4897417	4897417	chr5	4.230936492606	0	0.013
74	74	MN5_5005750	MN5_5005750	1	5005751	5005751	chr5	4.11301259523038	0	0.02
75	75	MASC01136	MASC01136	1	5145073	5145073	chr5	4.02757017394272	0	0.023
76	76	MASC01137	MASC01137	1	5145584	5145584	chr5	4.00145917906145	0	0.024
77	77	CO_1457	CO_1457	1	5172405	5172405	chr5	3.95205776194336	0	0.026
78	78	CO_612	CO_612	1	5173250	5173250	chr5	3.82312392899327	0	0.035
79	79	CO_347	CO_347	1	5173515	5173515	chr5	3.75337764456307	0	0.044
80	80	CO_203	CO_203	1	5173659	5173659	chr5	3.72867658756103	0	0.046
81	81	MN5_5198324	MN5_5198324	1	5198325	5198325	chr5	3.62041792850679	0	0.057
82	82	MN5_5318989	MN5_5318989	1	5318991	5318991	chr5	3.35696149399389	0	0.092
83	83	FRL1_543	FRL1_543	1	5344761	5344761	chr5	3.22256339965568	0	0.118
84	84	FRL1_971	FRL1_971	1	5345189	5345189	chr5	3.20619306757222	0.002	0.12
85	85	FRL1_1127	FRL1_1127	1	5345345	5345345	chr5	3.07583711611702	0.004	0.144
86	86	NMSNP5_5388280	NMSNP5_5388280	1	NA	NA	chr5	3.10873023355859	0.005	0.141
87	87	MASC02570	MASC02570	1	5422336	5422336	chr5	3.204717579275	0.004	0.121
88	88	MASC01586	MASC01586	1	5433919	5433919	chr5	2.85879169548255	0.005	0.205
89	89	MN5_5452600	MN5_5452600	1	5452601	5452601	chr5	2.85862528752441	0.005	0.205
90	90	MN5_5726284	MN5_5726284	1	5726285	5726285	chr5	2.67216314763196	0.006	0.295
91	91	TFL2_3265	TFL2_3265	1	5827101	5827101	chr5	2.53536530142873	0.007	0.356
92	92	TFL2_2993	TFL2_2993	1	5827373	5827373	chr5	2.55606611868964	0.007	0.342
93	93	TFL2_1346	TFL2_1346	1	5829019	5829019	chr5	2.56153250812832	0.007	0.339
94	94	TFL2_1199	TFL2_1199	1	5829166	5829166	chr5	2.49648613457252	0.006	0.376
95	95	TFL2_775	TFL2_775	1	5829590	5829590	chr5	2.19268821551663	0.01	0.559
96	96	NMSNP5_5841444	NMSNP5_5841444	1	NA	NA	chr5	2.04635941479103	0.011	0.63
97	97	MASC01538	MASC01538	1	5996222	5996222	chr5	2.04798467897155	0.01	0.63
98	98	MN5_6222071	MN5_6222071	1	6222072	6222072	chr5	1.67965513223178	0.022	0.858
99	99	NMSNP5_6222282	NMSNP5_6222282	1	NA	NA	chr5	1.62072754169650	0.025	0.886
100	100	MASC00072	MASC00072	1	6226662	6226662	chr5	1.81353066885633	0.016	0.783
101	101	MN5_6322454	MN5_6322454	1	6322455	6322455	chr5	1.8596703202759	0.015	0.754
102	102	MASC02568	MASC02568	1	6415443	6415443	chr5	1.7578370307415	0.016	0.818
103	103	NMSNP5_6416385	NMSNP5_6416385	1	NA	NA	chr5	1.90434879789045	0.011	0.73
104	104	MASC04986	MASC04986	1	6453529	6453529	chr5	1.98716621117980	0.011	0.673
105	105	NMSNP5_6523120	NMSNP5_6523120	1	NA	NA	chr5	2.08066741197342	0.009	0.613
106	106	MN5_6523351	MN5_6523351	1	6523352	6523352	chr5	2.05441267840596	0.008	0.628
107	107	MN5_6621153	MN5_6621153	1	6621149	6621149	chr5	2.05984947176097	0.008	0.625
108	108	MN5_6708112	MN5_6708112	1	6708113	6708113	chr5	2.02355228663296	0.007	0.647
109	109	MN5_6820592	MN5_6820592	1	6820593	6820593	chr5	1.86686893956759	0.015	0.749
110	110	MN5_6899767	MN5_6899767	1	6899768	6899768	chr5	1.67976843595924	0.021	0.858
111	111	MN5_6899957	MN5_6899957	1	6899958	6899958	chr5	1.78708347956290	0.016	0.801
112	112	MN5_7004457	MN5_7004457	1	7004458	7004458	chr5	1.76270982156917	0.013	0.815
113	113	MN5_7279056	MN5_7279056	1	7279058	7279058	chr5	1.83899425440411	0.011	0.767
114	114	MASC01742	MASC01742	1	7315350	7315350	chr5	1.85179638204472	0.012	0.759
115	115	MASC04577	MASC04577	1	7367493	7367493	chr5	1.78859999659875	0.017	0.798
116	116	RAX1_313	RAX1_313	1	7697392	7697392	chr5	1.39045030749747	0.038	0.97
117	117	MASC09209	MASC09209	1	7717926	7717926	chr5	1.62768235871673	0.024	0.881
118	118	MASC07384	MASC07384	1	8001192	8001192	chr5	1.46062052847859	0.039	0.949
119	119	SGCSNP14068	SGCSNP14068	1	8240546	8240546	chr5	1.36229455131948	0.052	0.974
120	120	SGCSNP14097	SGCSNP14097	1	8360131	8360131	chr5	1.32508199569052	0.061	0.981
121	121	FPF1_1263	FPF1_1263	1	8541646	8541646	chr5	1.24740461007973	0.07	0.99
122	122	MASC03559	MASC03559	1	8810485	8810485	chr5	1.18870093906694	0.081	0.996
123	123	NMSNP5_8894884	NMSNP5_8894884	1	NA	NA	chr5	1.14755009445445	0.091	0.997
124	124	BKN10577	BKN10577	1	8978327	8978327	chr5	1.18017324320640	0.084	0.996
125	125	NMSNP5_9105484	NMSNP5_9105484	1	NA	NA	chr5	1.34707365068927	0.055	0.979
126	126	MASC07368	MASC07368	1	9481364	9481364	chr5	1.45583918057554	0.043	0.953
127	127	GAr1_504	GAr1_504	1	9628389	9628389	chr5	1.36018542516322	0.055	0.975
128	128	GAr1_3640	GAr1_3640	1	9631511	9631511	chr5	1.35609672028145	0.046	0.975
129	129	MASC03158	MASC03158	1	10011771	10011771	chr5	1.25295154365378	0.067	0.99
130	130	SGCSNP14295	SGCSNP14295	1	10237899	10237899	chr5	1.33923537842267	0.055	0.979
131	131	NMSNP5_10525706	NMSNP5_10525706	1	NA	NA	chr5	0.975088022864442	0.117	1
132	132	MN5_10525862	MN5_10525862	1	10525863	10525863	chr5	1.25057110072990	0.064	0.99
133	133	NMSNP5_10910098	NMSNP5_10910098	1	NA	NA	chr5	1.18993131336564	0.073	0.996
134	134	MASC03952	MASC03952	1	11067098	11067098	chr5	1.20142032124697	0.068	0.994
135	135	PERL0963920	PERL0963920	1	11630622	11630622	chr5	1.23968062484271	0.064	0.991
136	136	PERL0965490	PERL0965490	1	12200701	12200701	chr5	1.26239596499377	0.058	0.99
137	137	PERL0968417	PERL0968417	1	12443508	12443508	chr5	1.15368060633904	0.074	0.997
138	138	MASC09210	MASC09210	1	12529404	12529404	chr5	1.10133736905595	0.079	0.999
139	139	MASC03601	MASC03601	1	12594045	12594045	chr5	1.09715929876264	0.083	1
140	140	MN5_12698438	MN5_12698438	1	12698390	12698390	chr5	1.11499128338432	0.079	0.999
141	141	MN5_12698621	MN5_12698621	1	12698573	12698573	chr5	1.06438254767849	0.09	1
142	142	MN5_12966464	MN5_12966464	1	12966466	12966466	chr5	0.993477422692938	0.103	1
143	143	NMSNP5_13272366	NMSNP5_13272366	1	NA	NA	chr5	0.923095676364446	0.114	1
144	144	NMSNP5_13614560	NMSNP5_13614560	1	NA	NA	chr5	1.07701900943371	0.093	1
145	145	NMSNP5_13614633	NMSNP5_13614633	1	NA	NA	chr5	0.927457528466006	0.124	1
146	146	MASC01361	MASC01361	1	13849977	13849977	chr5	0.694190247009657	0.197	1
147	147	NMSNP5_14303707	NMSNP5_14303707	1	NA	NA	chr5	0.521953683206481	0.293	1
148	148	NMSNP5_14661352	NMSNP5_14661352	1	NA	NA	chr5	0.466571447317946	0.341	1
149	149	MN5_14712065	MN5_14712065	1	14712067	14712067	chr5	0.344579184618711	0.424	1
150	150	MN5_14870918	MN5_14870918	1	14870919	14870919	chr5	0.248632475479798	0.544	1
151	151	MN5_14952906	MN5_14952906	1	14952905	14952905	chr5	0.253320502400449	0.556	1
152	152	MASC04275	MASC04275	1	14991169	14991169	chr5	0.245103113524002	0.558	1
153	153	NMSNP5_15065196	NMSNP5_15065196	1	NA	NA	chr5	0.238435511189853	0.568	1
154	154	NMSNP5_15065361	NMSNP5_15065361	1	NA	NA	chr5	0.356573255795219	0.411	1
155	155	MN5_15316041	MN5_15316041	1	15316043	15316043	chr5	0.356393890687016	0.413	1
156	156	MASC04605	MASC04605	1	15395586	15395586	chr5	0.341518000207156	0.43	1
157	157	MN5_15457103	MN5_15457103	1	15457104	15457104	chr5	0.363574319413167	0.406	1
158	158	MASC07404	MASC07404	1	15761990	15761990	chr5	0.370215792858549	0.401	1
159	159	NMSNP5_15767945	NMSNP5_15767945	1	NA	NA	chr5	0.356029541430901	0.426	1
160	160	MN5_15768163	MN5_15768163	1	15768162	15768162	chr5	0.426236673291348	0.372	1
161	161	NMSNP5_15965250	NMSNP5_15965250	1	NA	NA	chr5	0.394419042502985	0.392	1
162	162	ERA1_470	ERA1_470	1	16119129	16119129	chr5	0.340716527322355	0.456	1
163	163	MN5_16122807	MN5_16122807	1	16122809	16122809	chr5	0.357022074113168	0.435	1
164	164	MASC07230	MASC07230	1	16203305	16203305	chr5	0.413142991437712	0.38	1
165	165	MASC04448	MASC04448	1	16354614	16354614	chr5	0.550456837545994	0.276	1
166	166	MN5_16368332	MN5_16368332	1	16368334	16368334	chr5	0.825329369781273	0.142	1
167	167	NMSNP5_16446291	NMSNP5_16446291	1	NA	NA	chr5	0.830824319203483	0.131	1
168	168	MN5_16964744	MN5_16964744	1	16964745	16964745	chr5	1.26166098260776	0.045	0.99
169	169	MASC01341	MASC01341	1	17148034	17148034	chr5	1.59167472850144	0.017	0.899
170	170	MASC03128	MASC03128	1	17186150	17186150	chr5	1.50560577833823	0.018	0.927
171	171	MN5_17242619	MN5_17242619	1	17242620	17242620	chr5	1.56850029090357	0.016	0.912
172	172	MASC02450	MASC02450	1	17358444	17358444	chr5	1.42198577000928	0.025	0.963
173	173	MASC07302	MASC07302	1	17478256	17478256	chr5	1.49712847479826	0.023	0.931
174	174	MASC04536	MASC04536	1	17555638	17555638	chr5	1.57745924215261	0.017	0.906
175	175	MN5_17569666	MN5_17569666	1	17569668	17569668	chr5	1.63691264122705	0.02	0.876
176	176	NMSNP5_17629384	NMSNP5_17629384	1	NA	NA	chr5	1.7796067251304	0.011	0.805
177	177	PNH_348	PNH_348	1	17629553	17629553	chr5	1.89552616538647	0.007	0.736
178	178	MASC04540	MASC04540	1	17693072	17693072	chr5	1.882279754448	0.007	0.741
179	179	MN5_17864875	MN5_17864875	1	17864876	17864876	chr5	1.91669224927462	0.008	0.72
180	180	NMSNP5_17924620	NMSNP5_17924620	1	NA	NA	chr5	1.93666766077856	0.007	0.704
181	181	MN5_17924704	MN5_17924704	1	17924687	17924687	chr5	1.93760184378390	0.008	0.704
182	182	MASC04430	MASC04430	1	17944361	17944361	chr5	1.96967005620732	0.007	0.678
183	183	NMSNP5_18065760	NMSNP5_18065760	1	NA	NA	chr5	1.98627185551699	0.006	0.674
184	184	MN5_18166799	MN5_18166799	1	18166800	18166800	chr5	1.88234188487921	0.007	0.741
185	185	MN5_18258441	MN5_18258441	1	18258442	18258442	chr5	1.90041490386897	0.007	0.732
186	186	NMSNP5_18258766	NMSNP5_18258766	1	NA	NA	chr5	1.89273216214033	0.007	0.737
187	187	MASC02679	MASC02679	1	18283734	18283734	chr5	1.85078558078795	0.006	0.759
188	188	MASC01056	MASC01056	1	18295819	18295819	chr5	2.14370019708025	0.001	0.584
189	189	NMSNP5_18666593	NMSNP5_18666593	1	NA	NA	chr5	2.17882866775927	0.001	0.562
190	190	MN5_18782455	MN5_18782455	1	18782421	18782421	chr5	2.09568751995509	0.003	0.606
191	191	MN5_19124078	MN5_19124078	1	19124079	19124079	chr5	2.42888200952657	0	0.418
192	192	MN5_19124146	MN5_19124146	1	19124148	19124148	chr5	2.45523419155733	0	0.399
193	193	MASC02607	MASC02607	1	19270610	19270610	chr5	2.67917964715706	0	0.292
194	194	MN5_19316033	MN5_19316033	1	19316034	19316034	chr5	3.10332461917623	0	0.141
195	195	NMSNP5_19316305	NMSNP5_19316305	1	NA	NA	chr5	3.18009648272226	0	0.124
196	196	MN5_19415082	MN5_19415082	1	19415084	19415084	chr5	3.23126696576133	0	0.116
197	197	MASC04412	MASC04412	1	19475827	19475827	chr5	3.40076058043812	0	0.084
198	198	MN5_19503408	MN5_19503408	1	19503408	19503408	chr5	3.3863458413628	0	0.088
199	199	MN5_19503546	MN5_19503546	1	19503546	19503546	chr5	3.60243524354803	0	0.058
200	200	NMSNP5_19614462	NMSNP5_19614462	1	NA	NA	chr5	3.80612162723195	0	0.037
201	201	MASC07356	MASC07356	1	19627497	19627497	chr5	3.90376683297837	0	0.031
202	202	MASC01039	MASC01039	1	19701698	19701698	chr5	4.08232776096264	0	0.021
203	203	NMSNP5_19715921	NMSNP5_19715921	1	NA	NA	chr5	3.97377467236398	0	0.026
204	204	MN5_19716017	MN5_19716017	1	19716015	19716015	chr5	3.91485590765341	0	0.029
205	205	MN5_19823529	MN5_19823529	1	19823530	19823530	chr5	4.06142456024836	0	0.021
206	206	MN5_20021652	MN5_20021652	1	20021653	20021653	chr5	4.28561148272369	0	0.011
207	207	MN5_20128524	MN5_20128524	1	20128525	20128525	chr5	4.12635214850394	0	0.018
208	208	MN5_20215473	MN5_20215473	1	20215474	20215474	chr5	4.04769715547780	0	0.023
209	209	MN5_20318139	MN5_20318139	1	20318139	20318139	chr5	3.93809278141277	0	0.027
210	210	MASC07276	MASC07276	1	20523473	20523473	chr5	3.88976379529117	0	0.031
